,,noxc,noxc,noxc,noxc,noxc,noxc,SCF,SCF,SCF,SCF,SCF,SCF,corr,corr,corr,corr,corr,corr,HF,HF,HF,HF,HF,HF,LDA_X,LDA_X,LDA_X,LDA_X,LDA_X,LDA_X,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_SS,MP2_SS,MP2_SS,MP2_SS,MP2_SS,MP2_SS
T145,0056,20.20270622,9.83929332,9.13737655,-1.190480715,1.32e-06,-3.03e-06,14.27723868,5.80180728,4.8449375,-0.98312046,1.96e-06,-1.32e-06,5.92546754,4.03748605,4.29243905,-0.207360255,-6.3e-07,-1.71e-06,-6.54433569,-4.36544185,-4.4100372,-0.05769128,9e-08,1.39e-06,-5.31756158,-3.5980427,-3.88124919,0.260570295,7.1e-07,1.62e-06,-5.34181152,-3.6914218,-3.94567934,0.24132216499999998,6.3e-07,1.63e-06,-0.46192872,-0.30703595,-0.34804263,0.025757955,1e-07,1.6e-07,-0.52963079,-0.35150141,-0.40066982,0.030007785000000002,1.3e-07,1.9e-07,-0.30181948,-0.18755999,-0.22579981,0.022974135,1e-07,1.2e-07,-0.06209668,0.38362615,0.06864768,0.18154716999999998,9.2e-07,-4.65e-07,0.4787068,0.3076163,0.17661158,0.09336602,3.6e-07,-8e-08
T145,0093,11.46177622,14.9940516,10.22684501,1.308542705,-0.0,0.0,7.05904283,10.0702951,5.93847231,0.73886576,-0.0,-0.0,4.40273339,4.92375649,4.2883727,0.569676945,-0.0,0.0,-4.87951567,-5.72925305,-4.66031293,-0.843088665,0.0,-0.0,-3.91970941,-4.34358286,-3.8424022,-0.44968927999999997,-0.0,-0.0,-3.98428357,-4.39051373,-3.89174098,-0.473570315,-0.0,-0.0,-0.33112623,-0.36698634,-0.32858932,-0.034603735,0.0,0.0,-0.37870165,-0.41929566,-0.3763549,-0.039330674999999996,0.0,0.0,-0.21311401,-0.23403089,-0.21648703,-0.0205292,0.0,0.0,0.34618069,0.31216512,0.34692604,0.11885794,0.0,0.0,0.23718902,0.43646517,0.17864522,0.093587635,0.0,0.0
T145,0097,14.4437616,12.75492061,11.05356934,1.94045921,0.0,0.0,8.99681853,7.97463672,6.25162034,1.52207499,-0.0,0.0,5.44694307,4.78028389,4.80194901,0.41838422,0.0,0.0,-6.3084397,-5.34598151,-5.27337311,-0.639385985,0.0,0.0,-4.79327232,-4.24806765,-4.28235037,-0.34463234499999995,0.0,0.0,-4.87527182,-4.31900725,-4.3516729,-0.34041492500000003,0.0,-0.0,-0.4073879,-0.36197863,-0.36543433,-0.029361119999999997,0.0,0.0,-0.46706997,-0.41475343,-0.4191693,-0.03367009,0.0,0.0,-0.25060703,-0.22568734,-0.23679084,-0.014188875,-0.0,0.0,0.69141949,0.45168296,0.44661513,0.142454825,-0.0,-0.0,0.55055525,0.36053454,0.2099791,0.186809675,0.0,-0.0
T145,0103,10.81029991,15.01187079,9.94098623,0.72570855,0.0,0.0,6.5893706,9.97049881,5.48885732,0.60174293,-0.0,-0.0,4.22092931,5.04137198,4.45212891,0.12396562,0.0,0.0,-4.55897575,-5.7422595,-4.70957073,-0.047310005,-0.0,-0.0,-3.77037715,-4.4582723,-3.9979208,-0.14008707,-0.0,-0.0,-3.83212731,-4.51509809,-4.04986998,-0.12480714500000001,-0.0,-0.0,-0.33601162,-0.39283474,-0.36222243,-0.01378957,-0.0,-0.0,-0.38596293,-0.45093322,-0.4170105,-0.016064830000000002,-0.0,-0.0,-0.21625795,-0.2465865,-0.24106144,-0.012798435,-0.0,-0.0,0.20405922,0.23615842,0.18606111,-0.23755094999999998,-0.0,0.0,0.21009493,0.5789802,0.16467116,-0.037772454999999996,0.0,0.0
T145,0112,25.17282589,9.73196202,9.73280898,0.441657495,5.5e-07,-8.905e-06,17.38939264,5.43539426,5.42700405,0.37573571,-1e-07,-8.06e-06,7.78343325,4.29656776,4.30580493,0.065921785,6.5e-07,-8.45e-07,-10.86595701,-4.55636507,-4.56674338,-0.105786325,-7.3e-07,1.2200000000000002e-06,-6.49803712,-3.88283769,-3.89050273,-0.06605589,-5.2e-07,7.95e-07,-6.623568,-3.92069849,-3.92934247,-0.039757249999999994,-5.4e-07,4e-08,-0.46988736,-0.33102791,-0.33158794,-0.01023385,-5e-08,1.85e-07,-0.53216725,-0.37827554,-0.3789205,-0.01200538,-5e-08,2.15e-07,-0.27206072,-0.22211685,-0.22236483,-0.01060902,-3e-08,2.3e-07,2.08786167,0.27437611,0.27708157,-0.04415869,2.3e-07,1.175e-06,1.79688007,0.18724617,0.18813037,0.007253805,1e-08,3e-08
T145,0117,15.89177592,11.56792476,10.70730596,0.478635995,-0.0,-0.0,10.52231393,7.18692319,6.66491238,0.39120308,0.0,-0.0,5.36946198,4.38100156,4.04239359,0.087432925,-0.0,-0.0,-6.41942756,-4.87982965,-4.41983399,-0.187392575,0.0,0.0,-4.56392174,-3.81064338,-3.54657614,-0.051428275,0.0,0.0,-4.83555304,-4.00096859,-3.69827663,-0.07151133,0.0,0.0,-0.37926738,-0.3294505,-0.30711304,-0.00169323,0.0,0.0,-0.43138845,-0.37624258,-0.3508518,-0.001391925,0.0,0.0,-0.19365549,-0.18281118,-0.17931742,0.0073000849999999996,0.0,0.0,0.60786344,0.38550083,0.30879799,0.06115929,-0.0,0.0,0.70392578,0.37246777,0.25207786,0.081161135,-0.0,0.0
T145,0119,9.42478489,9.093963,21.51179546,0.0,-0.0,0.0,5.10192729,5.49738231,16.19771234,-0.0,0.0,0.0,4.3228576,3.59658069,5.31408312,0.0,-0.0,0.0,-4.30523031,-3.79880578,-4.98028553,-0.0,0.0,-0.0,-3.92616064,-3.20872012,-4.99602183,-0.0,0.0,-0.0,-3.97929545,-3.29012315,-4.90714277,0.0,0.0,-0.0,-0.37376628,-0.29189168,-0.48908282,0.0,0.0,-0.0,-0.43136044,-0.33503711,-0.5651951,-0.0,0.0,-0.0,-0.24764583,-0.18202018,-0.34293573,-0.0,0.0,-0.0,-0.13886015,0.18027637,-1.7230103,-0.0,-0.0,-0.0,0.13618648,0.2569059,0.48155588,-0.0,-0.0,-0.0
T145,0129,27.11996548,21.44987557,14.31642186,0.6829004949999999,2.606e-05,1.748e-05,18.00659126,13.13951767,8.45311114,0.72345653,1.776e-05,1.433e-05,9.11337421,8.3103579,5.86331072,-0.04055604,8.3e-06,3.15e-06,-10.61944946,-9.72287138,-6.19738344,0.113295305,-1.209e-05,-4.14e-06,-7.89340562,-7.23579704,-5.24891265,0.00499146,-6.73e-06,-2.66e-06,-8.22066788,-7.43086413,-5.38785096,0.030654485000000002,-6.9e-06,-2.76e-06,-0.6610062,-0.61987115,-0.44907709,-0.0038293199999999998,-5.7e-07,-2.2e-07,-0.75837811,-0.71238598,-0.51521509,-0.004937785,-6.6e-07,-2.5e-07,-0.36446858,-0.37224804,-0.27995406,-0.00448008,-3e-07,-9e-08,2.18825906,1.73474849,0.37513887,-0.179137355,4.71e-06,1.2e-06,1.24596644,1.19340617,0.26588857,0.105614995,3.45e-06,1.44e-06
T145,0142,11.09644295,10.96697823,8.41571148,1.87763029,-0.0,0.0,7.1981669,6.89418291,4.61367487,1.45238381,-0.0,0.0,3.89827606,4.07279531,3.80203661,0.42524648,-0.0,0.0,-4.20053852,-4.66693106,-4.00441744,-0.550729765,0.0,-0.0,-3.49166423,-3.56959753,-3.40794284,-0.37040791,0.0,-0.0,-3.5618917,-3.67500836,-3.4838043,-0.36922307,0.0,-0.0,-0.29857748,-0.30043296,-0.30071672,-0.028233084999999998,0.0,-0.0,-0.34208785,-0.34383686,-0.34556258,-0.032314955,0.0,-0.0,-0.18415206,-0.17585353,-0.19075357,-0.01659659,0.0,-0.0,-0.05121556,0.45284227,0.13608207,-0.04252072,0.0,0.0,0.26391349,0.44673173,0.16349185,0.124522,-0.0,0.0
T145,0158,4.01613637,4.01613637,5.89649302,0.0,0.0,0.0,2.22860429,2.22860429,3.80716794,0.0,0.0,0.0,1.78753209,1.78753209,2.08932508,0.0,0.0,0.0,-1.94092701,-1.94092701,-2.49731383,-0.0,-0.0,-0.0,-1.61729454,-1.61729454,-1.85263528,-0.0,-0.0,-0.0,-1.63328784,-1.63328784,-1.86780721,-0.0,-0.0,-0.0,-0.12659699,-0.12659699,-0.13218908,-0.0,-0.0,-0.0,-0.14397728,-0.14397728,-0.14947987,-0.0,-0.0,-0.0,-0.0822727,-0.0822727,-0.08447954,0.0,-0.0,-0.0,0.13833322,0.13833322,0.53195338,-0.0,0.0,0.0,0.07978591,0.07978591,0.26485779,-0.0,0.0,0.0
T145,0159,21.60187644,12.98379436,10.19247293,-0.29484016999999996,-0.00027826,6.01e-05,14.71065181,8.14371684,6.1512276,-0.37099291,-0.00019888,6.005e-05,6.89122463,4.84007752,4.04124533,0.07615274999999999,-7.939e-05,5e-08,-9.25179565,-5.50315827,-4.38192491,-0.00974143,0.0001117,-1.176e-05,-5.73755215,-4.28279435,-3.62811869,-0.06973388,6.504e-05,1.2e-06,-5.99393467,-4.39065129,-3.70579101,-0.09781237500000001,6.8e-05,3.56e-06,-0.42181006,-0.33339723,-0.28650263,-0.007300035,4.66e-06,3.5e-07,-0.47596198,-0.37856355,-0.32539121,-0.008486245,5.28e-06,4.3e-07,-0.2166872,-0.20198875,-0.17855425,0.00428766,2.34e-06,-5.5e-07,3.26672702,0.89246123,0.46809562,0.0824936,-4.188e-05,-1.08e-06,1.87749666,0.52718443,0.25993435,0.008564815,-2.657e-05,3.25e-06
T145,0205,8.36525727,8.36525727,18.79683751,-0.0,-0.0,0.0,4.57725304,4.57725304,13.15665882,-0.0,-0.0,0.0,3.78800423,3.78800423,5.64017869,-0.0,0.0,0.0,-3.8351461,-3.8351461,-6.62808471,0.0,0.0,-0.0,-3.44929086,-3.44929086,-4.95777566,0.0,0.0,-0.0,-3.47073922,-3.47073922,-4.97884979,0.0,0.0,-0.0,-0.31995164,-0.31995164,-0.44898955,0.0,0.0,-0.0,-0.36827809,-0.36827809,-0.51565838,0.0,0.0,-0.0,-0.21740783,-0.21740783,-0.29034523,0.0,0.0,-0.0,-0.17768572,-0.17768572,-0.39819737,-0.0,0.0,-0.0,0.0148145,0.0148145,0.44950096,-0.0,0.0,0.0
T145,0213,15.52624139,17.48553435,19.99004635,1.839243225,0.0,-0.0,9.20010509,10.87146629,12.856266,1.41942703,0.0,-0.0,6.3261363,6.61406806,7.13378035,0.41981619000000003,0.0,-0.0,-7.08414951,-7.63468515,-8.41916111,-0.68882472,-0.0,0.0,-5.61865401,-5.8295951,-6.26451897,-0.327935405,-0.0,0.0,-5.70551607,-5.92237812,-6.32665393,-0.33577539,-0.0,0.0,-0.47621888,-0.49127157,-0.53864257,-0.02582023,-0.0,0.0,-0.54577237,-0.56266107,-0.61756649,-0.02942146,-0.0,0.0,-0.30645436,-0.30841378,-0.34121376,-0.01054751,-0.0,0.0,0.71327954,0.9014139,1.01484719,0.20023148000000002,0.0,-0.0,0.42992431,0.67301643,0.91083779,0.219722435,0.0,-0.0
T145,0223,7.89229037,12.69080056,9.25334467,-0.0,0.0,-0.0,4.77963896,8.52154646,5.88317021,0.0,-0.0,-0.0,3.11265141,4.1692541,3.37017446,-0.0,0.0,-0.0,-3.33354183,-4.90996519,-3.72440504,0.0,0.0,0.0,-2.79732651,-3.64318439,-2.99899707,0.0,0.0,0.0,-2.85375137,-3.73850564,-3.0702017,0.0,-0.0,0.0,-0.22999861,-0.28801073,-0.24333444,0.0,0.0,0.0,-0.26201707,-0.32680614,-0.27692311,0.0,0.0,0.0,-0.14529872,-0.17532337,-0.15087305,0.0,0.0,0.0,0.17650483,0.29872202,0.20241193,0.0,-0.0,-0.0,0.13084907,0.35174648,0.19030041,0.0,-0.0,-0.0
T145,0245,15.53899371,14.26545113,12.97031655,-1.895e-06,0.457530115,1.515e-06,10.03048879,8.810981,7.86484368,-1.38e-06,0.01638364,1.1e-06,5.50850491,5.45447013,5.10547287,-5.149999999999999e-07,0.44114648,4.15e-07,-6.87479105,-6.54023853,-5.96350129,1.5000000000000002e-08,-0.503481635,-6.1e-07,-4.64780074,-4.68530783,-4.4390453,4.75e-07,-0.384027495,-2.85e-07,-4.90280547,-4.8909399,-4.60387049,3.75e-07,-0.401273025,-3.15e-07,-0.37684938,-0.37735495,-0.35569249,7e-08,-0.02974028,-3e-08,-0.42794001,-0.42931103,-0.40506749,8e-08,-0.034026355,-3e-08,-0.18555183,-0.20813386,-0.20478844,6e-08,-0.01768952,-1e-08,1.7701329,1.41808863,1.32707526,5.3e-07,-0.038180365,3.1e-07,1.21644016,0.98001497,0.80555878,2.3499999999999997e-07,0.05480658,1.85e-07
T145,0256,12.10653318,13.91080947,12.79357707,0.0,-0.0,0.0,7.71161275,8.62717629,7.97043612,-0.0,0.0,0.0,4.39492043,5.28363319,4.82314095,0.0,-0.0,0.0,-5.22678415,-6.33074493,-5.76337317,-0.0,0.0,-0.0,-3.80461949,-4.51256489,-4.14555167,-0.0,0.0,-0.0,-3.93169858,-4.73185244,-4.31580991,-0.0,0.0,-0.0,-0.31147563,-0.39015251,-0.34575769,-0.0,0.0,-0.0,-0.35476999,-0.44583607,-0.39428638,-0.0,0.0,-0.0,-0.18130144,-0.20373255,-0.19305155,-0.0,0.0,0.0,1.34288933,1.28509438,1.3575655,0.0,-0.0,-0.0,0.73458042,0.92826718,0.83726935,0.0,-0.0,-0.0
T145,0257,13.34019692,13.98276369,14.59940487,0.35091342999999997,0.0,-0.0,7.38835082,8.11773287,8.87659838,0.69439782,0.0,-0.0,5.9518461,5.86503082,5.72280649,-0.34348439,0.0,-0.0,-6.82204569,-6.8703885,-6.70011438,0.20431143000000002,-0.0,0.0,-5.18061806,-5.06103324,-4.92007857,0.328569935,-0.0,0.0,-5.35015894,-5.2443281,-5.140847,0.350001695,-0.0,0.0,-0.45779218,-0.45491172,-0.44360363,0.03178103,-0.0,0.0,-0.52710624,-0.52386926,-0.5099479,0.037253555,-0.0,0.0,-0.27252103,-0.25991325,-0.23558276,0.021310175,0.0,0.0,1.29789254,1.30018705,1.07340908,0.356361105,0.0,-0.0,0.84227369,0.95024827,0.91204705,0.15432426500000002,-0.0,-0.0
T145,0267,27.39458195,23.34767923,15.83418694,0.9438009199999999,-1.38e-06,2.98e-06,18.51405092,14.10761394,8.68936975,1.70690773,1.4e-07,-1.86e-06,8.88053103,9.24006529,7.14481719,-0.763106805,-1.53e-06,4.83e-06,-10.3897261,-10.54504047,-7.39417278,1.38984175,1.15e-06,-7.01e-06,-7.78896485,-8.07525895,-6.4360333,0.53478169,1.46e-06,-3.73e-06,-7.8432087,-8.29962316,-6.54618175,0.5663285149999999,1.51e-06,-4.04e-06,-0.70112553,-0.72032631,-0.57907167,0.055670979999999995,1.1e-07,-3.4e-07,-0.81031661,-0.82954418,-0.66733381,0.064157395,1.2e-07,-3.9e-07,-0.46717165,-0.43389112,-0.38380619,0.027583275,9e-08,-1.9e-07,2.15560412,2.13864088,0.33986521,-0.40809822,1.4e-07,2.04e-06,0.93924571,0.9461325,0.22816979,-0.387091235,2.7e-07,1.41e-06
T145,0276,22.61358164,14.53858051,12.08082447,-2.898645895,-0.0,-0.0,15.66756544,9.53823841,6.92365099,-2.71398393,-0.0,0.0,6.9460162,5.0003421,5.15717348,-0.18466197,-0.0,-0.0,-8.37824521,-5.3074433,-5.29520835,-0.04790198,0.0,0.0,-5.91934719,-4.41714828,-4.60302657,0.26573079499999996,0.0,0.0,-6.16471623,-4.58708749,-4.74082494,0.189605675,0.0,0.0,-0.53491956,-0.40419801,-0.43389506,0.031785535000000004,0.0,0.0,-0.61344653,-0.46372829,-0.49979402,0.03727494,0.0,0.0,-0.29835213,-0.240405,-0.27355015,0.036224025,0.0,0.0,-0.53101008,-0.10639875,0.00478417,0.9690950949999999,-0.0,0.0,1.16834351,0.35522885,0.22098353,0.113610535,-0.0,-0.0
T145,0281,17.85069183,11.45498787,9.58779961,-2.038439895,-0.0,0.0,12.2533123,7.49396812,5.73803008,-1.79169306,-0.0,0.0,5.59737953,3.96101975,3.84976953,-0.24674684,-0.0,0.0,-6.95579786,-4.22627989,-4.04741989,0.30675532000000005,0.0,0.0,-4.74829913,-3.53130359,-3.43785615,0.22705493,0.0,-0.0,-4.95081764,-3.6327854,-3.54175233,0.21090246,0.0,-0.0,-0.39049072,-0.30649667,-0.29938709,0.01836048,0.0,0.0,-0.44432807,-0.35019446,-0.34234051,0.02083089,0.0,0.0,-0.218927,-0.18656157,-0.18546021,0.01406827,-0.0,0.0,0.27670332,0.02308941,0.16880484,0.33085341999999995,-0.0,0.0,0.8080546,0.23485327,0.1787477,-0.02179277,0.0,-0.0
T145,0282,18.68209385,16.39642311,12.28991554,1.75144875,-0.0,0.0,12.30873072,10.52669718,7.39033169,1.39417822,0.0,0.0,6.37336314,5.86972593,4.89958384,0.35727053,-0.0,0.0,-7.57099479,-6.66314462,-5.3149188,-0.357482395,0.0,-0.0,-5.47449599,-5.08230962,-4.31422565,-0.337952535,0.0,-0.0,-5.72404844,-5.338742,-4.48669275,-0.32679764,0.0,-0.0,-0.45701161,-0.43591869,-0.37374504,-0.02949758,0.0,-0.0,-0.52196769,-0.49839641,-0.42799151,-0.034012465000000006,0.0,-0.0,-0.24766119,-0.23691697,-0.22185899,-0.021073265,0.0,-0.0,0.66100714,0.28183251,0.37106855,-0.33107045999999996,0.0,0.0,0.96444829,0.61602074,0.2965667,0.016935319999999997,-0.0,0.0
T145,0287,22.33502256,16.10043749,11.89183567,-3.0776302500000003,0.0,-0.0,15.05624213,9.97569762,6.74181753,-2.2541207,-0.0,0.0,7.27878043,6.12473987,5.15001814,-0.82350955,0.0,-0.0,-9.82495703,-7.10720718,-5.54419206,1.37140039,-0.0,0.0,-6.11343429,-5.3965883,-4.62522438,0.63981912,-0.0,-0.0,-6.23491739,-5.48969614,-4.69527111,0.650863175,-0.0,-0.0,-0.49081413,-0.4425901,-0.38847322,0.051869294999999996,-0.0,-0.0,-0.55938681,-0.50551129,-0.44433635,0.05923094,-0.0,-0.0,-0.28303436,-0.27525875,-0.25448545,0.022409565,-0.0,-0.0,2.33509741,1.24361055,0.53521015,-0.35348438000000004,0.0,-0.0,1.83603853,0.75558815,0.27488728,-0.425701905,0.0,-0.0
T145,0306,18.41941289,17.1854727,12.05878442,-0.48963815,-0.020290505,-0.02187771,11.53652243,9.22397239,6.62452079,-0.54908281,-0.01010967,-0.00698865,6.88289046,7.96150031,5.43426363,0.059444655,-0.010180835,-0.014889059999999999,-7.81494178,-9.18848752,-5.74518671,-0.074859785,0.010679365,0.018480455,-6.02354595,-6.88548308,-4.83707396,-0.02296722,0.008926705,0.012260675,-6.18123484,-7.11294729,-4.95849536,-0.05517112,0.0093247,0.01353971,-0.5480208,-0.64563759,-0.44532881,-0.007522495,0.0008472449999999999,0.0010848,-0.63351962,-0.7476269,-0.51431053,-0.008912785,0.000980145,0.00126709,-0.33005626,-0.38200525,-0.28449045,-0.001497685,0.000540005,0.00028788,1.21095739,1.3756008,0.29094709,-0.335704405,0.001303285,-0.003805315,0.66082439,0.84528495,0.23047547,-0.003832715,-0.000188585,-0.0020911999999999997
T145,0318,18.49531505,13.4857639,12.94663943,-0.89106043,0.00042724,-0.00037409,11.87454734,8.04788613,7.02895855,-0.69357847,-3.681e-05,-0.00010601,6.62076771,5.43787777,5.91768088,-0.19748196,0.00046405,-0.00026807,-7.95335296,-6.09591911,-6.35667565,0.11233149,-0.00045365,0.00038871,-5.64833617,-4.72482249,-5.21719899,0.22089268,-0.00042328,0.0002215,-5.9302123,-4.9343936,-5.38117785,0.183948565,-0.000419835,0.00021933,-0.4836081,-0.42297962,-0.49036365,0.024841910000000002,-4.634e-05,1.992e-05,-0.55296107,-0.48550544,-0.5662557,0.029229115,-5.449e-05,2.321e-05,-0.25101178,-0.24166397,-0.30494227,0.02395504,-3.322e-05,1.266e-05,1.25406975,0.5553994,0.30101956,0.22015484,-5.531e-05,-0.0001676,1.2160137,0.58795325,0.40490609,0.03626861,5.55e-06,-8.182e-05
T145,0332,13.54674296,11.54962299,9.24136187,0.374715585,0.0,-0.0,8.58208216,6.89089829,5.52656301,0.23326549,0.0,-0.0,4.9646608,4.6587247,3.71479886,0.14145009,0.0,-0.0,-6.22406282,-5.42657639,-4.13951021,-0.293587305,0.0,0.0,-4.17252016,-4.04294711,-3.2514053,-0.08767833,-0.0,-0.0,-4.43015669,-4.19373362,-3.39204516,-0.10369206,0.0,0.0,-0.32848599,-0.33600125,-0.27103216,-0.00739353,0.0,0.0,-0.3726746,-0.38356391,-0.30915901,-0.008078755,-0.0,0.0,-0.15487805,-0.19451284,-0.15526523,0.00063954,0.0,0.0,1.63464305,0.93956373,0.47941684,0.096955685,-0.0,0.0,1.01545373,0.63329105,0.31884888,0.11083387,-0.0,0.0
T145,0336,14.76622288,11.93014301,9.19535834,0.650168005,-0.0,0.0,9.76979165,7.60896829,5.53601122,0.37480143,-0.0,0.0,4.99643122,4.32117472,3.65934712,0.27536657499999995,-0.0,0.0,-6.51487043,-4.96074558,-4.08220369,-0.6865305500000001,0.0,0.0,-4.16925963,-3.78436071,-3.21808331,-0.13178507,0.0,-0.0,-4.38968942,-3.92131277,-3.34799924,-0.182554595,0.0,-0.0,-0.32792953,-0.29990386,-0.25728508,-0.010951735,0.0,0.0,-0.37184742,-0.34092038,-0.29256805,-0.01218543,0.0,0.0,-0.15883415,-0.17057261,-0.1473376,0.007666984999999999,0.0,-0.0,2.18201654,1.06143125,0.54272572,0.5077264100000001,-0.0,0.0,1.40112877,0.59800824,0.33103109,0.372258725,-0.0,0.0
T145,0342,24.40821623,14.0333816,13.97297044,-3.1165000000000004e-05,9.459e-05,-0.001015015,15.97341832,7.96203679,7.33545232,-3.442e-05,5.657e-05,-0.00089174,8.43479791,6.0713448,6.63751812,3.26e-06,3.802e-05,-0.00012328,-10.60949457,-6.57877723,-7.09998164,-6.185e-06,-3.334e-05,0.000237955,-7.22350797,-5.41893488,-5.93184982,-1.59e-06,-3.72e-05,8.7535e-05,-7.40970864,-5.51021208,-6.02240735,-2.68e-06,-3.447e-05,9.443e-05,-0.59947683,-0.47791176,-0.5396442,-1.4e-07,-3.67e-06,1.46e-06,-0.68358347,-0.54853648,-0.6211755,-1.6e-07,-4.26e-06,1.36e-06,-0.33350577,-0.30899264,-0.35651023,1.1e-07,-3.38e-06,6.7e-07,1.58114337,0.30674133,0.16535017,8.065000000000002e-06,-1.03e-05,-0.00010234,1.53217761,0.36220674,0.27605205,3.92e-06,-5.16e-06,-6.609e-05
T145,0346,33.0840349,22.44193191,19.27259598,1.354086855,-0.37857710499999997,1.55152224,22.07514059,13.96995147,11.31512279,1.01013733,-0.15281989,1.25395975,11.00889431,8.47198044,7.9574732,0.34394953,-0.22575720999999999,0.297562495,-13.98473829,-9.31585429,-8.48319169,-0.487780805,0.26280938,-0.460104195,-9.28252623,-7.51493642,-7.10339544,-0.27747497,0.19795699500000002,-0.23131352,-9.66492549,-7.67449558,-7.25291027,-0.297010635,0.19917872,-0.24940886499999998,-0.79220668,-0.66165989,-0.63892968,-0.020230135,0.016600445,-0.014106585000000001,-0.90568843,-0.76026982,-0.73518629,-0.023032085,0.019337085,-0.015981495,-0.41782302,-0.41671318,-0.40832923,-0.00736223,0.012723934999999999,-0.00548434,1.46799438,0.38121739,0.32212719,-0.052373680000000006,-0.007264115,0.0036317800000000003,2.16914566,0.56365864,0.41915729,0.029692455,0.00205382,0.069282975
T145,0351,7.54651501,7.43413807,6.83691257,-0.22249279,0.0,0.0,4.61977368,4.40215153,4.10153464,-0.1328505,-0.0,0.0,2.92674133,3.03198654,2.73537793,-0.08964229000000001,0.0,0.0,-3.47290737,-3.49261401,-3.09447305,0.13914884,0.0,-0.0,-2.51536694,-2.61614033,-2.37756411,0.05346298,0.0,-0.0,-2.64519203,-2.75100552,-2.4886717,0.081539115,-0.0,-0.0,-0.20196143,-0.21821248,-0.19900896,0.005405685,-0.0,-0.0,-0.22978944,-0.24899268,-0.22705508,0.006108955,0.0,0.0,-0.10221802,-0.11863644,-0.11273598,-0.0028904,-0.0,-0.0,0.55255843,0.41605238,0.33766193,-0.003363835,0.0,0.0,0.40391538,0.32589435,0.22997479,-0.042520279999999994,0.0,0.0
T145,0353,4.34442834,4.34443765,4.56720007,-0.0,2.1775e-05,0.0,2.50108659,2.50107476,2.72543869,0.0,9.98e-06,0.0,1.84334175,1.84336289,1.84176138,-0.0,1.1795000000000001e-05,0.0,-2.10417722,-2.10419388,-2.16907974,0.0,-2.534e-05,-0.0,-1.60510597,-1.60511342,-1.61129416,0.0,-2.0035e-05,-0.0,-1.67591167,-1.67591848,-1.66120918,0.0,-1.953e-05,-0.0,-0.1295652,-0.12956671,-0.12314976,0.0,-1.48e-06,0.0,-0.14758755,-0.14758932,-0.13987227,0.0,-1.655e-06,0.0,-0.07335624,-0.0733559,-0.06964671,0.0,-1.03e-06,0.0,0.25407743,0.25408356,0.3766566,-0.0,3.5900000000000004e-06,0.0,0.15816698,0.15817109,0.22931895,-0.0,2.0000000000000003e-06,0.0
T145,0361,12.49856839,16.45168839,21.11288191,-0.0,0.0,-0.0,6.8685563,10.54833227,15.62922641,-0.0,0.0,-0.0,5.63001209,5.90335612,5.4836555,-0.0,0.0,-0.0,-5.6091052,-6.64681936,-5.31776334,0.0,-0.0,0.0,-5.09444036,-5.1633174,-5.08276985,0.0,-0.0,0.0,-5.18090166,-5.30601919,-5.05663387,0.0,-0.0,0.0,-0.49231826,-0.48107551,-0.4831507,0.0,-0.0,-0.0,-0.56892161,-0.55351855,-0.55608702,0.0,-0.0,-0.0,-0.32380141,-0.29047978,-0.32950501,0.0,-0.0,0.0,-0.15249242,0.47135256,-1.38017393,0.0,0.0,0.0,0.18400392,0.79197919,0.22860706,-0.0,0.0,0.0
T145,0381,25.05854934,25.05872412,24.99010819,-0.0,-0.00013257999999999998,0.0,16.65590748,16.65596483,15.63145882,-0.0,-4.866e-05,0.0,8.40264186,8.40275928,9.35864936,-0.0,-8.3925e-05,0.0,-10.00805875,-10.00825575,-11.18264509,0.0,0.00013022,-0.0,-7.31628524,-7.31643772,-8.08933796,0.0,0.000123485,-0.0,-7.54432409,-7.54444709,-8.44926353,0.0,9.773e-05,-0.0,-0.56740183,-0.56741348,-0.60982563,-0.0,1.156e-05,0.0,-0.64561597,-0.64562907,-0.69169661,-0.0,1.321e-05,-0.0,-0.32271178,-0.3227145,-0.32176453,-0.0,9.92e-06,0.0,1.55581068,1.55583341,1.75098074,0.0,7.165e-06,0.0,1.27122678,1.27124527,1.32255339,0.0,5.225e-06,0.0
